ID Number,Name,Fed,Sex,Tit,WTit,OTit,Rating,Gms,B-day
1503014,"Carlsen, Magnus",NOR,M,GM,,,2833,0,1990
2016192,"Nakamura, Hikaru",USA,M,GM,,,2802,0,1987
46616543,Gukesh D,IND,M,GM,,,2787,13,2006
2020009,"Caruana, Fabiano",USA,M,GM,,,2783,13,1992
35009192,Erigaisi Arjun,IND,M,GM,,,2777,13,2003
14204118,"Abdusattorov, Nodirbek",UZB,M,GM,,,2773,13,2004
8603405,"Wei, Yi",CHN,M,GM,,,2760,15,1999
25059530,Praggnanandhaa R,IND,M,GM,,,2758,13,2005
12573981,"Firouzja, Alireza",FRA,M,GM,,,2757,2,2003
4168119,"Nepomniachtchi, Ian",RUS,M,GM,,,2753,2,1990
13401319,"Mamedyarov, Shakhriyar",AZE,M,GM,,,2748,12,1985
13300474,"Aronian, Levon",USA,M,GM,,,2748,2,1982
5202213,"So, Wesley",USA,M,GM,,,2748,4,1993
5000017,"Anand, Viswanathan",IND,M,GM,,,2743,2,1969
3503240,"Dominguez Perez, Leinier",USA,M,GM,,,2741,0,1983
24130737,"Fedoseev, Vladimir",SLO,M,GM,,,2739,14,1995
12401137,"Le, Quang Liem",VIE,M,GM,,FST,2739,0,1991
1170546,"Duda, Jan-Krzysztof",POL,M,GM,,,2739,0,1998
24116068,"Giri, Anish",NED,M,GM,,,2737,15,1994
8603677,"Ding, Liren",CHN,M,GM,,,2734,0,1992
2093596,"Niemann, Hans Moke",USA,M,GM,,,2734,0,2003
5072786,"Aravindh, Chithambaram VR.",IND,M,GM,,,2731,2,1999
623539,"Vachier-Lagrave, Maxime",FRA,M,GM,,,2725,2,1990
5029465,"Vidit, Santosh Gujrathi",IND,M,GM,,,2720,2,1994
12940690,"Keymer, Vincent",GER,M,GM,,,2719,14,2004
2900084,"Topalov, Veselin",BUL,M,GM,,,2717,0,1975
8603820,"Yu, Yangyi",CHN,M,GM,,,2714,2,1994
738590,"Rapport, Richard",HUN,M,GM,,,2713,8,1996
14205483,"Sindarov, Javokhir",UZB,M,GM,,,2707,4,2005
5007003,"Harikrishna, Pentala",IND,M,GM,,,2704,17,1986
24126055,"Dubov, Daniil",RUS,M,GM,,,2701,0,1996
8602883,"Wang, Hao",CHN,M,GM,,,2701,0,1989
4102142,"Svidler, Peter",FID,M,GM,,,2698,2,1976
4158814,"Andreikin, Dmitry",FID,M,GM,,,2695,0,1990
13400924,"Radjabov, Teimour",AZE,M,GM,,,2692,6,1987
2040506,"Sevian, Samuel",USA,M,GM,,,2692,0,2000
1226380,"Deac, Bogdan-Daniel",ROU,M,GM,,,2692,0,2001
24175439,"Esipenko, Andrey",FID,M,GM,,,2691,8,2002
24133795,"Sarana, Alexey",SRB,M,GM,,,2689,19,2000
2023970,"Robson, Ray",USA,M,GM,,,2689,0,1994
24101605,"Artemiev, Vladislav",RUS,M,GM,,,2688,9,1998
25092340,Nihal Sarin,IND,M,GM,,,2687,0,2004
4126025,"Grischuk, Alexander",RUS,M,GM,,,2687,0,1983
8601445,"Bu, Xiangzhi",CHN,M,GM,,,2684,0,1985
2056437,"Liang, Awonder",USA,M,GM,,,2684,11,2003
12539929,"Maghsoodloo, Parham",IRI,M,GM,,,2677,9,2000
358878,"Nguyen, Thai Dai Van",CZE,M,GM,,,2677,15,2001
1039784,"Van Foreest, Jorden",NED,M,GM,,,2676,15,1999
14200244,"Kasimdzhanov, Rustam",UZB,M,GM,,,2675,1,1979
14204223,"Vokhidov, Shamsiddin",UZB,M,GM,,,2670,0,2002
2004887,"Shankland, Sam",USA,M,GM,,,2670,0,1991
12521213,"Tabatabaei, M. Amin",IRI,M,GM,,,2669,3,2001
4152956,"Vitiugov, Nikita",ENG,M,GM,,,2668,1,1987
410608,"Howell, David W L",ENG,M,GM,,,2668,0,1990
14102951,"Eljanov, Pavel",UKR,M,GM,,,2666,9,1983
13306766,"Sargsyan, Shant",ARM,M,GM,,,2666,9,2002
703303,"Leko, Peter",HUN,M,GM,,,2666,0,1979
240990,"Dardha, Daniel",BEL,M,GM,,,2665,12,2005
35093487,"Sadhwani, Raunak",IND,M,GM,,,2664,4,2005
2285525,"Anton Guijarro, David",ESP,M,GM,,,2663,4,1995
400041,"Adams, Michael",ENG,M,GM,,,2663,8,1971
309095,"Navara, David",CZE,M,GM,,,2663,13,1985
24125890,"Oparin, Grigoriy",USA,M,GM,,,2660,0,1997
1118358,"Wojtaszek, Radoslaw",POL,M,GM,,,2659,4,1987
44155573,"Murzin, Volodar",FID,M,GM,,,2658,18,2006
712779,"Gledura, Benjamin",HUN,M,GM,,,2658,1,1999
13401653,"Mamedov, Rauf",AZE,M,GM,,,2657,8,1988
1512668,"Christiansen, Johan-Sebastian",NOR,M,GM,,,2657,1,1998
4116992,"Morozevich, Alexander",RUS,M,GM,,,2656,0,1977
24131423,"Yuffa, Daniil",ESP,M,GM,,,2654,0,1997
14203987,"Yakubboev, Nodirbek",UZB,M,GM,,,2654,13,2002
12923044,"Svane, Frederik",GER,M,GM,,,2654,15,2004
409561,"Jones, Gawain C B",ENG,M,GM,,,2654,0,1987
14129574,"Shevchenko, Kirill",ROU,M,GM,,,2653,0,2002
4135539,"Alekseenko, Kirill",AUT,M,GM,,,2653,1,1997
14508150,"Saric, Ivan",CRO,M,GM,,FT,2652,6,1990
13306553,"Martirosyan, Haik M.",ARM,M,GM,,,2652,9,2000
2805677,"Gelfand, Boris",ISR,M,GM,,,2652,2,1968
2209390,"Shirov, Alexei",ESP,M,GM,,,2652,2,1972
5074452,"Karthikeyan, Murali",IND,M,GM,,,2651,0,1999
911925,"Indjic, Aleksandar",SRB,M,GM,,,2651,4,1995
4162722,"Inarkiev, Ernesto",RUS,M,GM,,FT,2650,0,1985
12909572,"Kollars, Dmitrij",GER,M,GM,,,2649,3,1999
2905540,"Cheparinov, Ivan",BUL,M,GM,,FST,2646,0,1986
10601457,"Amin, Bassem",EGY,M,GM,,FT,2645,11,1988
1710400,"Grandelius, Nils",SWE,M,GM,,,2644,2,1993
35028561,"Mendonca, Leon Luke",IND,M,GM,,,2643,13,2006
24651516,"Bluebaum, Matthias",GER,M,GM,,,2643,3,1997
4120787,"Malakhov, Vladimir",FID,M,GM,,FST,2642,0,1980
24107581,"Predke, Alexandr",SRB,M,GM,,,2640,9,1994
8601429,"Wang, Yue",CHN,M,GM,,,2640,0,1987
2205530,"Vallejo Pons, Francisco",ESP,M,GM,,FT,2638,0,1982
4118987,"Najer, Evgeniy",FID,M,GM,,FST,2637,0,1977
1444948,"Bjerre, Jonas Buhl",DEN,M,GM,,,2637,3,2004
605506,"Bacrot, Etienne",FRA,M,GM,,,2637,9,1983
13302485,"Melkumyan, Hrant",ARM,M,GM,,,2636,0,1989
5061245,"Puranik, Abhimanyu",IND,M,GM,,,2636,0,2000
2047640,"Xiong, Jeffery",USA,M,GM,,,2636,0,2000
13306677,"Hakobyan, Aram",ARM,M,GM,,,2635,0,2001
14105730,"Korobov, Anton",UKR,M,GM,,,2634,8,1985
14109182,"Kryvoruchko, Yuriy",UKR,M,GM,,,2633,0,1986
13413937,"Suleymanli, Aydin",AZE,M,GM,,,2633,17,2005
8602980,"Hou, Yifan",CHN,F,GM,WGM,,2633,0,1994
12401110,"Nguyen, Ngoc Truong Son",VIE,M,GM,,,2632,0,1990
8603154,"Ma, Qun",CHN,M,GM,,,2632,9,1991
9301348,"Salem, A.R. Saleh",UAE,M,GM,,,2631,0,1993
4189302,"Sjugirov, Sanan",HUN,M,GM,,,2631,9,1993
13302507,"Hovhannisyan, Robert",ARM,M,GM,,,2630,0,1991
4650891,"Naiditsch, Arkadij",BUL,M,GM,,,2630,0,1985
1048104,"Warmerdam, Max",NED,M,GM,,,2630,17,2000
4108116,"Chigaev, Maksim",ESP,M,GM,,,2629,7,1996
14107090,"Volokitin, Andrei",UKR,M,GM,,,2628,8,1986
14103320,"Ponomariov, Ruslan",UKR,M,GM,,,2628,0,1983
13300881,"Sargissian, Gabriel",ARM,M,GM,,,2628,0,1983
24603295,"Donchenko, Alexander",GER,M,GM,,,2627,3,1998
4657101,"Svane, Rasmus",GER,M,GM,,,2627,6,1997
2293307,"Santos Latasa, Jaime",ESP,M,GM,,FI,2627,2,1996
14603853,"Lenic, Luka",SLO,M,GM,,,2626,0,1988
4201345,"Papaioannou, Ioannis",GRE,M,GM,,FT,2626,0,1976
8604436,"Li, Chao b",CHN,M,GM,,,2624,0,1989
8608288,"Xu, Xiangyu",CHN,M,GM,,,2623,0,1999
4168003,"Matlakov, Maxim",RUS,M,GM,,,2623,0,1991
2806851,"Rodshtein, Maxim",ISR,M,GM,,,2623,5,1989
36083534,"Maurizzi, Marc`Andria",FRA,M,GM,,,2622,10,2007
5058422,Narayanan S L,IND,M,GM,,,2622,0,1998
950122,"Ivic, Velimir",SRB,M,GM,,,2622,2,2002
1510045,"Tari, Aryan",NOR,M,GM,,,2621,0,1999
1112635,"Bartel, Mateusz",POL,M,GM,,,2621,4,1985
44507356,"Gurel, Ediz",TUR,M,GM,,,2620,13,2008
5084423,Aryan Chopra,IND,M,GM,,,2620,0,2001
12510130,"Idani, Pouya",IRI,M,GM,,,2619,4,1995
4194985,"Paravyan, David",FID,M,GM,,,2619,9,1998
4160258,"Demchenko, Anton",SLO,M,GM,,,2619,0,1987
8603332,"Lu, Shanglei",CHN,M,GM,,,2618,0,1995
13402129,"Safarli, Eltaj",AZE,M,GM,,,2617,15,1992
1400355,"Nielsen, Peter Heine",DEN,M,GM,,,2617,2,1973
1007998,"L'Ami, Erwin",NED,M,GM,,,2616,17,1985
25060783,"Pranav, V",IND,M,GM,,,2615,0,2006
662399,"Lagarde, Maxime",FRA,M,GM,,,2615,9,1994
404853,"McShane, Luke J",ENG,M,GM,,,2615,2,1984
24650684,"Wagner, Dennis",GER,M,GM,,,2614,4,1997
4170350,"Popov, Ivan",RUS,M,GM,,,2613,0,1990
2809052,"Nabaty, Tamir",ISR,M,GM,,,2613,0,1991
110973,"Pichot, Alan",ESP,M,GM,,,2613,0,1998
13402960,"Abasov, Nijat",AZE,M,GM,,FST,2612,2,1995
13402935,"Durarbayli, Vasif",AZE,M,GM,,,2612,2,1992
13302531,"Ter-Sahakyan, Samvel",ARM,M,GM,,,2611,0,1993
4262875,"Theodorou, Nikolas",GRE,M,GM,,,2611,0,2000
728446,"Balog, Imre",HUN,M,GM,,,2610,0,1991
12576468,"Daneshvar, Bardiya",IRI,M,GM,,,2609,9,2006
2606771,"Hansen, Eric",CAN,M,GM,,,2609,0,1992
14114038,"Onyshchuk, Volodymyr",UKR,M,GM,,,2607,7,1991
13900048,"Bologan, Victor",MDA,M,GM,,FST,2607,2,1971
2000024,"Kamsky, Gata",USA,M,GM,,,2607,2,1974
718572,"Berkes, Ferenc",HUN,M,GM,,,2607,0,1985
3805662,"Martinez Alcantara, Jose Eduardo",MEX,M,GM,,,2606,0,1999
44599790,"Erdogmus, Yagiz Kaan",TUR,M,GM,,,2605,4,2011
14100010,"Ivanchuk, Vasyl",UKR,M,GM,,,2604,9,1969
2802007,"Sutovsky, Emil",ISR,M,GM,,,2604,4,1977
1503707,"Hammer, Jon Ludvig",NOR,M,GM,,,2604,0,1990
14112906,"Kuzubov, Yuriy",UKR,M,GM,,,2603,7,1990
14109530,"Areshchenko, Alexander",UKR,M,GM,,,2602,1,1986
4625498,"Gustafsson, Jan",GER,M,GM,,FST,2602,4,1979
14120828,"Bortnyk, Olexandr",UKR,M,GM,,,2601,0,1996
1000268,"Van Wely, Loek",NED,M,GM,,FST,2601,5,1972
753246,"Kozak, Adam",HUN,M,GM,,,2601,0,2002
30920019,"Mishra, Abhimanyu",USA,M,GM,,,2600,0,2009
8601674,"Zhou, Weiqi",CHN,M,GM,,,2600,0,1986
4675789,"Meier, Georg",URU,M,GM,,,2600,4,1987
4121830,"Motylev, Alexander",ROU,M,GM,,FST,2600,9,1979
813192,"Vocaturo, Daniele",ITA,M,GM,,FT,2600,0,1989
2257327,"Salgado Lopez, Ivan",ESP,M,GM,,FST,2599,0,1991
14926970,"Pechac, Jergus",SVK,M,GM,,,2598,13,2001
12401153,"Le, Tuan Minh",VIE,M,GM,,FT,2598,0,1996
5804418,"Tin, Jingyao",SGP,M,GM,,,2597,9,2000
3409350,"Henriquez Villagra, Cristobal",CHI,M,GM,,,2597,0,1996
4667719,"Baramidze, David",GER,M,GM,,,2596,2,1988
4300033,"Cheng, Bobby",AUS,M,GM,,,2596,9,1997
2101246,"Leitao, Rafael",BRA,M,GM,,FT,2596,0,1979
1207822,"Lupulescu, Constantin",ROU,M,GM,,,2596,9,1984
921637,"Markus, Robert",SRB,M,GM,,,2596,4,1983
13300032,"Akopian, Vladimir",USA,M,GM,,FST,2595,0,1971
22291482,"Santos Ruiz, Miguel",ESP,M,GM,,,2594,0,1999
2200015,"Illescas Cordoba, Miguel",ESP,M,GM,,,2594,0,1965
24198455,"Nesterov, Arseniy",FID,M,GM,,,2593,9,2003
4198603,"Shimanov, Aleksandr",RUS,M,GM,,,2593,0,1992
3802272,"Cori, Jorge",PER,M,GM,,FT,2593,0,1995
310204,"Movsesian, Sergei",ARM,M,GM,,FT,2593,5,1978
1017063,"Bok, Benjamin",NED,M,GM,,,2592,14,1995
642908,"Moussard, Jules",FRA,M,GM,,,2592,12,1995
1188062,"Gumularz, Szymon",POL,M,GM,,,2591,9,2001
916811,"Solak, Dragan",TUR,M,GM,,,2591,0,1980
608742,"Fressinet, Laurent",FRA,M,GM,,,2591,3,1981
503142,"Nyback, Tomi",FIN,M,GM,,,2591,5,1985
112275,"Mareco, Sandro",ARG,M,GM,,FST,2591,0,1987
14506688,"Brkic, Ante",CRO,M,GM,,FT,2590,4,1988
14400030,"Sokolov, Ivan",NED,M,GM,,FST,2590,0,1968
4148843,"Romanov, Evgeny",MKD,M,GM,,,2590,2,1988
4100107,"Dreev, Aleksey",RUS,M,GM,,FST,2590,0,1969
24604747,"Huschenbeth, Niclas",GER,M,GM,,,2589,3,1992
30909694,"Yoo, Christopher Woojin",USA,M,GM,,,2588,0,2006
4101286,"Petrov, Nikita",MNE,M,GM,,,2588,17,1996
4663527,"Braun, Arik",GER,M,GM,,,2586,2,1988
4150120,"Lysyj, Igor",FID,M,GM,,FST,2586,0,1987
4173708,"Rakhmanov, Aleksandr",FID,M,GM,,FT,2585,0,1989
1413864,"Andersen, Mads",DEN,M,GM,,,2585,7,1995
316385,"Laznicka, Viktor",CZE,M,GM,,,2585,0,1988
35028600,Pranesh M,IND,M,GM,,,2584,9,2006
13409301,"Muradli, Mahammad",AZE,M,GM,,,2584,6,2003
1202758,"Nisipeanu, Liviu-Dieter",ROU,M,GM,,,2584,11,1976
2070901,"Burke, John M",USA,M,GM,,,2583,9,2001
11600454,"Fridman, Daniel",GER,M,GM,,,2582,6,1976
3901211,"Iturrizaga Bonelli, Eduardo",ESP,M,GM,,,2582,4,1989
1610856,"Ragger, Markus",AUT,M,GM,,,2581,4,1988
1304364,"Milov, Vadim",SUI,M,GM,,,2581,4,1972
8603537,"Zhou, Jianchao",USA,M,GM,,,2580,9,1988
4221990,"Kourkoulos-Arditis, Stamatis",GRE,M,GM,,,2580,0,1998
722413,"Banusz, Tamas",HUN,M,GM,,,2580,3,1989
12803731,"Laurusas, Tomas",LTU,M,GM,,,2579,6,1996
2099438,"Hong, Andrew",USA,M,GM,,,2579,0,2004
616915,"Gozzoli, Yannick",FRA,M,GM,,FST,2579,8,1983
13601520,"Jobava, Baadur",GEO,M,GM,,,2578,0,1983
13300857,"Petrosyan, Manuel",ARM,M,GM,,,2578,0,1998
1700022,"Hellers, Ferdinand",SWE,M,GM,,,2578,0,1969
5010608,"Gupta, Abhijeet",IND,M,GM,,,2577,2,1989
4671910,"Kraemer, Martin",GER,M,GM,,,2577,4,1987
1130420,"Piorun, Kacper",POL,M,GM,,,2577,0,1991
6302718,"Yilmaz, Mustafa",TUR,M,GM,,,2576,0,1992
4111990,"Khanin, Semen",FID,M,GM,,,2576,0,1999
13400819,"Mamedov, Nidjat",AZE,M,GM,,,2575,4,1985
8603847,"Zeng, Chongsheng",CHN,M,GM,,,2574,17,1993
4212312,"Pavlidis, Antonios",GRE,M,GM,,,2574,6,1993
14928752,"Gazik, Viktor",SVK,M,GM,,,2573,8,2001
1500015,"Agdestein, Simen",NOR,M,GM,,,2573,0,1967
14100142,"Kruppa, Yuri",UKR,M,GM,,,2572,0,1964
13515110,"Lazavik, Denis",BLR,M,GM,,,2572,0,2006
13301527,"Gharamian, Tigran",FRA,M,GM,,,2572,0,1984
8602956,"Wen, Yang",CHN,M,GM,,FST,2572,0,1988
5002150,"Ganguly, Surya Shekhar",IND,M,GM,,,2572,0,1983
2210622,"Perez Candelario, Manuel",ESP,M,GM,,FT,2572,4,1983
200930,"Gurevich, Mikhail",BEL,M,GM,,FST,2572,1,1959
14117207,"Baryshpolets, Andrey",UKR,M,GM,,,2571,0,1991
11601388,"Neiksans, Arturs",LAT,M,GM,,FT,2571,6,1983
8607508,"Li, Di",CHN,M,GM,,,2571,0,1999
4107012,"Antipov, Mikhail Al.",USA,M,GM,,FT,2571,0,1997
2000059,"Christiansen, Larry",USA,M,GM,,,2571,0,1956
30901561,"Jacobson, Brandon",USA,M,GM,,,2570,0,2003
5045207,"Ghosh, Diptayan",IND,M,GM,,,2570,11,1998
3700488,"Bachmann, Axel",PAR,M,GM,,,2570,0,1989
3509362,"Quesada Perez, Yasser",CUB,M,GM,,,2570,0,1992
895733,"Sonis, Francesco",ITA,M,GM,,,2570,0,2002
14118084,"Nyzhnyk, Illya",UKR,M,GM,,,2569,0,1996
8602280,"Bai, Jinshi",CHN,M,GM,,,2569,0,1999
4152417,"Oleksiyenko, Mykhaylo",UKR,M,GM,,,2569,0,1986
2815532,"Gorshtein, Ido",ISR,M,GM,,,2569,4,2002
1126881,"Swiercz, Dariusz",USA,M,GM,,,2569,0,1994
14102560,"Moiseenko, Alexander",UKR,M,GM,,,2568,0,1980
5045185,"Vaibhav, Suri",IND,M,GM,,,2568,0,1997
1107038,"Socko, Bartosz",POL,M,GM,,,2568,12,1978
930849,"Predojevic, Borki",BIH,M,GM,,FT,2568,7,1987
46634827,Bharath Subramaniyam H,IND,M,GM,,,2567,0,2007
25002767,"Iniyan, Pa",IND,M,GM,,,2567,27,2002
8600970,"Zhang, Pengxiang",CHN,M,GM,,,2567,0,1980
1001302,"Reinderman, Dimitri",NED,M,GM,,DI,2566,1,1972
25006479,Karthik Venkataraman,IND,M,GM,,,2565,18,1999
14907526,"Michalik, Peter",CZE,M,GM,,,2564,6,1990
13300580,"Akobian, Varuzhan",USA,M,GM,,,2564,0,1983
3507416,"Bacallao Alonso, Yusnel",CUB,M,GM,,,2564,0,1988
2804158,"Roiz, Michael",ISR,M,GM,,,2564,1,1983
2107660,"Mekhitarian, Krikor Sevag",BRA,M,GM,,,2564,9,1986
1185934,"Teclaf, Pawel",POL,M,GM,,,2564,2,2003
14107201,"Efimenko, Zahar",UKR,M,GM,,,2563,3,1985
14101866,"Ovsejevitsch, Sergei",UKR,M,GM,,,2563,0,1977
12809390,"Pultinevicius, Paulius",LTU,M,GM,,,2563,4,2001
751499,"Kantor, Gergely",HUN,M,GM,,,2563,2,1999
708020,"Acs, Peter",HUN,M,GM,,,2563,4,1981
14531534,"Livaic, Leon",CRO,M,GM,,,2562,4,2000
13600966,"Mchedlishvili, Mikheil",GEO,M,GM,,FT,2562,5,1979
6302181,"Can, Emre",TUR,M,GM,,,2562,0,1990
6300014,"Dastan, Muhammed Batuhan",TUR,M,GM,,,2562,0,1997
4146786,"Maletin, Pavel",RUS,M,GM,,,2562,0,1986
1124668,"Tomczak, Jacek",POL,M,GM,,,2562,6,1990
14505959,"Jankovic, Alojzije",CRO,M,GM,,,2561,0,1983
8603006,"Ju, Wenjun",CHN,F,GM,WGM,,2561,0,1991
3518736,"Albornoz Cabrera, Carlos Daniel",CUB,M,GM,,,2561,10,2000
1003720,"Van den Doel, Erik",NED,M,GM,,,2561,3,1979
24164879,"Lomasov, Semyon",ISR,M,GM,,,2560,0,2002
1438832,"Thybo, Jesper Sondergaard",DEN,M,GM,,,2560,2,1999
5201268,"Sadorra, Julio Catalino",PHI,M,GM,,FT,2559,0,1986
4623606,"Dautov, Rustem",GER,M,GM,,,2559,3,1965
3503739,"Bruzon Batista, Lazaro",USA,M,GM,,,2559,8,1982
2226332,"Ibarra Jerez, Jose Carlos",ESP,M,GM,,,2559,0,1985
1007246,"Smeets, Jan",NED,M,GM,,FST,2559,1,1985
884189,"Lodici, Lorenzo",ITA,M,GM,,,2559,3,2000
105309,"Peralta, Fernando",ARG,M,GM,,,2559,4,1979
14603152,"Borisek, Jure",SLO,M,GM,,,2558,0,1986
14200937,"Gareyev, Timur",NON,M,GM,,,2558,0,1988
13900200,"Iordachescu, Viorel",MDA,M,GM,,,2558,0,1977
14102536,"Fedorchuk, Sergey A.",UKR,M,GM,,,2557,5,1981
14102196,"Baklan, Vladimir",UKR,M,GM,,,2557,9,1978
13504398,"Kovalev, Vladislav",FID,M,GM,,,2557,0,1994
6300545,"Sanal, Vahap",TUR,M,GM,,,2557,0,1998
2106388,"Supi, Luis Paulo",BRA,M,GM,,,2557,0,1996
1122401,"Moranda, Wojciech",POL,M,GM,,,2557,4,1988
14187086,"Samunenkov, Ihor",UKR,M,GM,,,2556,11,2009
13405764,"Asadli, Vugar",AZE,M,GM,,,2556,6,2001
5015693,Gopal G.N.,IND,M,GM,,,2556,0,1989
2801990,"Smirin, Ilia",ISR,M,GM,,,2556,4,1968
613762,"Maze, Sebastien",FRA,M,GM,,,2556,3,1984
34189030,"Grebnev, Aleksey",FID,M,GM,,,2555,0,2006
12961523,"Engel, Luis",GER,M,GM,,,2555,1,2002
8603642,"Tan, Zhongyi",CHN,F,GM,WGM,,2555,9,1991
4157800,"Ponkratov, Pavel",RUS,M,GM,,,2555,0,1988
4115341,"Tregubov, Pavel V.",FRA,M,GM,,,2555,3,1971
865834,"Moroni, Luca Jr",ITA,M,GM,,,2555,1,2000
107069,"Felgaer, Ruben",ARG,M,GM,,,2555,0,1981
5018471,"Adhiban, B.",IND,M,GM,,,2554,0,1992
4618777,"Jussupow, Artur",GER,M,GM,,"FST,AO",2554,9,1960
4180887,"Bocharov, Ivan",RUS,M,GM,,,2554,0,1990
2801795,"Steinberg, Nitzan",ISR,M,GM,,,2554,3,1998
603767,"Bauer, Christian",FRA,M,GM,,,2554,10,1977
13303732,"Gabuzyan, Hovhannes",ARM,M,GM,,,2553,0,1995
26017962,"Laurent-Paoli, Pierre",FRA,M,GM,,,2552,11,2000
14509792,"Martinovic, Sasa",CRO,M,GM,,,2552,2,1991
12908088,"Vogel, Roven",GER,M,GM,,,2552,4,2000
8605114,"Lei, Tingjie",CHN,F,GM,WGM,,2552,0,1997
